name;price;display_size;display_tech;back_cam;front_cam;CPU;NFC;RAM;storage_cap;battery;SIM;resolution;screen_func;os;Loại CPU;size;weight;material;refresh_rate;GPU;external_storage;waterproof;max_charging;security;external_stoage
vivo iqoo 11s;0.0;6.78 inches;AMOLED;;;Dimensity 9300;Có;8 GB;256 GB;;;1440 x 3200 pixels (QHD+);;;;;;;;;;;;;
xiaomii 14 lite;0.0;6.67 inches;AMOLED;64 MP + 50 MP + 8 MP + 2 MP;32 MP;Qualcomm Snapdragon 888;Có;12 GB;512 GB;4.600 mAh;;;Tần số quét 144 Hz;Android 14;;;;;;;;;;;
oneplus 11 pro;0.0;6.55 inches;OLED;32 MP;;Snapdragon 8 Gen 2;Có;8 GB;128 GB;5.000 mAh;;;Tần số quét lên đến 144 Hz  kính cường lực Corning Gorilla 6;Android 12;;;;;;;;;;;
nothing phone 1;0.0;6.55 inches;OLED;50 MP + 50 MP;16 MP;Qualcomm Snapdragon 778G+ 5G (6 nm);Có;8 GB;128 GB;4.500 mAh;;1080 x 2400 pixels (FullHD+);Tần số quét 120HzGorilla Glass 5;Android 12;1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55;;;;;;;;;;
vivo y77e;0.0;6.58 inches;IPS LCD;Camera góc rộng: 13 MP, f/2.2, PDAF  Camera Macro: 2 MP, f/2.4;Camera góc rộng: 8 MP, f / 2.0;Dimensity 810 (6 nm);Không;6 GB;128 GB;Li-Po 5000 mAh;2 SIM (Nano-SIM);1080 x 2408 pixels;;Android 12;2x2,4 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55);;;;;;;;;;
samsung galaxy f54;0.0;6.7 inches;AMOLED;Camera góc rộng:108 MP, f/1.8, PDAF, OISCamera góc siêu rộng;;;;;;;;;;;;;;;;;;;;;
vivo y78;0.0;6.67 inches;IPS LCD;Camera góc rộng: 50MP, f/1.8, PDAFCamera đo độ sâu: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.0;Mediatek Dimensity 7020 (6 nm);Có;8 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2388 pixels;Tần số quét 120Hz, HDR10;Android 13;2x2.2 GHz & 6x2.0 GHz;;;;;;;;;;
vsmart bee 5;0.0;6.0 inches;;8 MP;5 MP;MediaTek MT6739WW 4 nhân;;;16 GB;Li-Po 3000 mAh;2 SIM (Nano-SIM);720 x 1440 pixels;;9.0 (Pie);4 nhân 1.5 GHz;;;;;;;;;;
tecno pop 5 pro;0.0;6.52 inches;IPS LCD;8MP, QVGA;5 MP, f/2.0;Mediatek MT6761 Helio A22 (12 nm);Không;3 GB;32 GB;6000 mAh;2 SIM (Nano-SIM);720 x 1600 pixel;;Android 11;Lõi tứ 2.0 GHz Cortex-A53;;;;;;;;;;
vivo iqoo z7;0.0;6.38 inches;AMOLED;"Camera góc rộng: 64 MP, 1/1.97"", 0.7µm, PDAF, OISCamera đo độ sâu: 2 MP, f/2.4";Camera góc rộng: 16 MP, f/2.0;Mediatek Dimensity 920 (6 nm);Không;6 GB;128 GB;4500 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 90Hz, HDR10+, 1300 nits;Android 13;2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55;;;;;;;;;;
vivo x fold 3;0.0;;LTPO AMOLED;50 MP + 12 MP + 12 MP;Camera bên ngoài: 16 MP Camera bên trong: 16 MP;Snapdragon 8 Gen 3;Có;16 GB;256 GB;4.900 mAh;;;Màn hình trong: Kích thước 8.13 inch, độ phân giải 2K+, tần số quét 120 Hz, tấm nền LTPO4 AMOLED Kích thước 6.58 inch, độ phân giải 2K+, tần số quét 120 Hz, tấm nền AMOLED, tỉ lệ 21:9;Android 14;;;;;;;;;;;
realme 10t;0.0;6.6 inches;IPS LCD;"Camera góc rộng: 50 MP, f/1.8, 1/2.76"", 0.64µm, PDAF  Camera macro: 2MP, f/2.4  Camera Tele: f/2.8, 46mm";Camera góc rộng: 8 MP, f/2.0, 27mm;Mediatek MT6833P Dimensity 810 (6 nm);Không;8 GB;128 GB;5,000 mAh;2 SIM (Nano-SIM);1080 x 2408 pixels;Tần số quét 90Hz;Android 13;2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55;;;;;;;;;;
samsung galaxy f13;0.0;6.6 inches;PLS TFT LCD;Camera góc rộng: 50 MP, f/1.8, PDAF  Camera góc cực rộng: 5 MP, f/2.2, 123˚  Camera sâu: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.2;Exynos 850 (8nm);Không;4 GB;64 GB;4.500 mAh;2 SIM (Nano-SIM);1080 x 2408 pixels;Kính cường lực Corning Gorilla Glass 5;Android 12;4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55;;;;;;;;;;
vivo y22t;0.0;6.55 inches;IPS LCD;50MP + 2MP;8 MP;MediaTek Helio G85;;4 GB;64 GB;5000 mAh;;;Tốc độ làm mới 90 Hz;Android 11;;;;;;;;;;;
vivo y81;0.0;6.0 inches;IPS LCD;13 MP;5 MP;MT6762 Octa Core (Helio P22);Không;3 GB;32 GB;3260 mAh;2 SIM (Nano-SIM);720 x 1520 pixels;Mặt kính cong 2.5D;;;;;;;;;;;;
tcl 505;0.0;6.75 inches;;Camera chính: 50MP, f/1.8, PDAFCamera độ sâu: 2MP, f/2.4, FF, 1.75μm;5MP, f/2.2, 1.12μm, FF;Mediatek Helio G88 (12nm);Có;4GB + Mở rộng 4GB;128 GB;5010 mAh;2 SIM (Nano-SIM);1600 x 720 pixels (HD+);260PPI, Độ tương phản 1500: 1, Gam màu NTSC 70%, 400 nits, Hạn chế ánh sáng xanh 90Hz;Android 14;4xA53@ 2.2GHz+4xA53@ 1.6GHz;;;;;;;;;;
masstel tab 10a;0.0;10.1 inches;IPS LCD;5 MP;2 MP;MediaTek MT8765WA 4 nhân;Không;3 GB;32 GB;6000 mAh;Micro-SIM;800 x 1280 pixels;"FWVGA, Công nghệ màn hình TN, 16.7 triệu màu, 	Mặt cảm ứng cong 2.5D";Android 11;4 nhân 1.3 GHz;;;;;;;;;;
masstel x1;0.0;4.95 inches;;5.0MP;2.0MP;Spreadtrum 7731E;Không;1 GB;8 GB;2000 mAh;Micro-SIM;480 x 960 pixel;"FWVGA, Công nghệ màn hình TN, 16 triệu màu, 	Mặt cảm ứng cong 2.5D";Android 8.1 Oreo (Go Edition);;;;;;;;;;;
xiaomi 14 pro;0.0;6.73 inches;LTPO AMOLED;"Camera góc rộng: 50 MP, f/1.4-f/4.0, 23mm, 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OISCamera tele: 50 MP, f/2.0, 75mm, PDAF (10cm - ∞), OIS, 3.2x optical zoomCamera góc siêu rộng: 50 MP, f/2.2, 14mm, 115˚, AF";Camera góc rộng: 32 MP;Qualcomm Snapdragon 8 Gen 3 (4 nm);Có;12 GB;256 GB;4880 mAh;2 Nano SIM hoặc 1 Nano + 1 eSIM;1440 x 3200 pixels (QHD+);Tần số quét 120Hz, 68 tỷ màu , Dolby Vision, HDR10+, 3000 nits (peak);Android 14;1x3.3 GHz Cortex-X4 & 5x3.2 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520;;;;;;;;;;
xiaomi 15;0.0;6.36 inches;LTPO OLED;;;Snapdragon 8 Extreme Edition;;12 GB;256 GB;5240 mAh;;;120Hz;;;;;;;;;;;;
samsung galaxy a35;0.0;6.6 inches;Super AMOLED;Camera chính rộng:  50 MP OIS+HDR   Camera Macro: 5MP, f/2.4  Camera siêu rộng: 8MP, f/2.2;13MP, f/2.2;Exynos 1380;Có;8 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2340 pixels (FullHD+);Tốc độ làm mới 120Hz  1000 nits, Gorilla Glass 7;Android 14;4 nhân 2.4 GHz & 4 nhân 2.0 GHz;;;;;;;;;;
nubia z40s pro;0.0;6.66 inches;AMOLED;"Camera chính: 64MP, f/1.6, 35 mm, 1/1.7"", PDAF, OIS  Camera tele: 8 MP, f/3.4, 125 mm, 1/4.0"", PDAF, OIS, zoom quang 5x  Camera góc siêu rộng: 50MP, f/ 2.2, 14mm, 116˚, AF";Camera góc rộng: 16 MP, f/2.5;Snapdragon 8+ Gen 1 (4 nm);Có;8 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);1 tỷ màu, tần số quét 144Hz, HDR10+, 1000 nits;Android 12;1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510;;;;;;;;;;
google pixel 2 xl;0.0;6.0 inches;OLED;"Camera góc rộng: 12,2MP, f/1.8, 27mm, 1 / 2.55"", 1.4µm, PDAF pixel kép, Laser AF, OIS";"Camera góc rộng: 8MP, f/2.4, 25mm, 1 / 3.2 "", 1.4µm";Qualcomm MSM8998 Snapdragon 835 (10 nm);Có;4 GB;64 GB;3520 mAh;Nano-SIM + eSIM;1440 x 2880 pixels;Kính cường lực Corning Gorilla Glass 5  Màn hình luôn bật;Android 8.0;4x2,35 GHz Kryo & 4x1,9 GHz Kryo;;;;;;;;;;
oppo f27 pro plus;0.0;;;;;;Có;12 GB;256 GB;;;;;;;;;;;;;;;;
black shark 5s pro;0.0;6.66 inches;AMOLED;13 MP, 2 MP, 64 MP;16 MP;Qualcomm Snapdragon 870 5G;Có;8 GB;128 GB;4650mAh;Nano-SIM;1080 x 2400 pixels (FullHD+);;Android 12;1×3.2 GHz Kryo 585 & 3×2.42 GHz Kryo 585 & 4×1.80 GHz Kryo 585;;;;;;;;;;
doogee v30t;0.0;6.58 inches;IPS LCD;"Camera góc rộng: 108 MP, f/1.8, 1/1.52"", 0.7µm, PDAF, OISCamera nhìn đêm: 20 MP, f/1.8, 2 đèn hồng ngoại nhìn đêmCamera góc siêu rộng: 16 MP, f/2.2, 130˚, AF";"Camera góc rộng: 32 MP, f/1.8, 1/2.8"", 0.8µm";Mediatek Dimensity 1080;Có;12 GB;256 GB;10800 mAh;2 SIM (Nano-SIM);1080 x 2408 pixels;Tần số quét 120Hz, 16,7 triệu màu, 401 PPICorning Gorilla Glass;Android 12.0;2 x Cortex A78 2.6GHz + 6 x Cortex A55 2.0GHz;;;;;;;;;;
redmi note 11r;0.0;6.58 inches;IPS LCD;Camera góc rộng: 13 MP, f/2.2, PDAF Cảm biến độ sâu: 2 MP, f/2.4;Camera góc rộng: 5 MP, f/2.2;MediaTek MT6833 Mật độ 700 (7 nm);Không;4 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2408 pixels;IPS LCD, 90Hz;Android 12;2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55;;;;;;;;;;
vivo x80 lite;0.0;6.5 inches;AMOLED;50 MP + 8 MP + 2 MP;;Snapdragon 7 Gen 1.;Có;8 GB;128 GB;4.500 mAh;;;;;;;;;;;;;;;
samsung galaxy a14;0.0;6.6 inches;IPS LCD;50MP  Camera macro: 2MP;13MP;MediaTek Helio G80;Có;6 GB;128 GB;5,000mAh;;2408 x 1080 pixels;Tốc độ làm mới 60Hz và độ sáng tối đa 480 nits;Android 13;;;;;;;;;;;
vivo y78+;0.0;;;;;;Có;4 GB;128 GB;4.900 mAh;;;;;;;;;;;;;;;
huawei nova y70 plus;0.0;6.75 inches;IPS LCD;48 MP, f/1.8, 26mm (wide), PDAF5 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4, (depth);8 MP, f/2.0;;Không;4 GB;128 GB;Li-Po 6000 mAh;2 SIM (Nano-SIM);720 x 1600 pixel;;EMUI 12, Không có dịch vụ Google Play;;;;;;;;;;;
xiaomi redmi k50s pro;0.0;6.66 inches;OLED;Camera góc rộng: 108 MP,  1/1.52, PDAF, OIS Camera góc cực rộng:  8 MP, 119˚  Camera Macro: 2 MP, f /2.4;Camera góc rộng:  20 MP;MediaTek 9000 (4 nm);Có;8 GB;128 GB;Li-Po 5000 mAh;2 SIM (Nano-SIM);1440 x 3200 pixels (QHD+);120Hz, Dolby Vision, HDR10+, 1200 nits, Kính cường lực Corning Gorilla Glass Victus;Android 12, MIUI 13;1x3,05 GHz Cortex-X2 & 3x2,85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510;;;;;;;;;;
masstel hapi 10;0.0;5.0 inches;IPS LCD;5 MP;5 MP;MediaTek MT6739 4 nhân;Không;2 GB;16 GB;2000 mAh;2 SIM (Nano-SIM);720 x 1280 pixels;16.7 Triệu màu,  Màn hình cong 2.5;Android 9.0;4 nhân 1.5 GHz;;;;;;;;;;
lenovo thinkphone;0.0;6.6 inches;OLED;Camera chính: 50 MP,  f/1.8, chống rung OIS  Camera góc rộng: 13 MP, f/2.2;32 MP;Snapdragon 8+ Gen 1;Có;8 GB;128 GB;5.000 mAh;;1080 x 2400 pixels (FullHD+);Tần số quét 120 Hz, hỗ trợ HDR10+  kính Gorilla Glass Victus;Android 13;;;;;;;;;;;
vivo v29 pro;0.0;6.7 inches;OLED;64 MP;50 MP;MediaTek Dimensity 7200;Không;12 GB;256 GB;5.000 mAh;;;Tần số quét 120 Hz;;;;;;;;;;;;
nokia t10;0.0;8.0 inches;IPS LCD;8 MP;2 MP;Unisoc T606 (12 nm);Không;3 GB;32 GB;Li-Po 5250 mAh;Nano-SIM;800 x 1280 pixels;;Android 12;2x1,6 GHz Cortex-A75 & 6x1,6 GHz Cortex-A55;;;;;;;;;;
masstel izi 10;0.0;1.77 inches;TFT LCD;;;Unisoc UMS9117;;48 MB;128 MB;1000 mAh;2 SIM (Nano-SIM);128 x 160 pixels;;;;Dài 121 mm - Ngang 50 mm - Dày 12.8 mm - Nặng 75 g;;Khung & Mặt lưng nhựa;;;;;;;MicroSD, hỗ trợ tối đa 32 GB
xiaomi redmi note 11se;0.0;6.43 inches;AMOLED;Camera góc rộng:  64MP, f/1.9  Camera góc siêu rộng: 8MP, f/2.2, 118 ° FOV  Máy ảnh macro: 2MP, f/2.4  Cảm biến độ sâu: 2MP, f/2.4;13MP, f/2,45;MediaTek Helio G95;Không;6 GB;64 GB;5000mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);HBM 700 nits (typ), độ sáng tối đa 1100 nits (typ), 409 PPI, DCI-P3, Bảo vệ kính Corning®Gorilla®;Android 11;;;;;;;;;;;
masstel izi 20;0.0;1.77 inches;TFT LCD;0.08 MP;;Unisoc UMS9117;Không;;128 MB;1700 mAh;2 SIM (Nano-SIM);;;;;;;;;;;;;;
samsung galaxy f55;0.0;6.7 inches;;Camera chính 50MPCamera góc siêu rộng 8MP Camera macro 2MP;50MP;Qualcomm Snapdragon 7 Gen 1;Có;8 GB;128 GB;5000mAh;;;Tần số quét 120Hz, 1000 nits;Android 14;;;;;;;;;;;
oneplus nord ce2;0.0;6.43 inches;AMOLED;Camera góc rộng: 64 MP, f/1.8, PDAF Camera góc cực rộng: 8 MP, f/2.2, 119˚   Macro: 2 MP, f / 2.4;Camera góc rộng: 16 MP, f/2.4, 27mm;MediaTek Dimensity 900;Có;6 GB;128 GB;Li-Po 4500 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Corning Gorilla Glass 5, 90Hz;Android 11, OxygenOS 11;2x2,4 GHz Cortex-A78 & 6x2,0 GHz Cortex-A55;;;;;;;;;;
xiaomi redmi note 13 pro;0.0;6.67 inches;AMOLED;Chính 200 MP & Phụ 8 MP, 2 MP;16 MP;MediaTek Helio G99-Ultra 8 nhân;;8 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz1300 nitsKính cường lực Corning Gorilla Glass 5;Android 13;2.2 GHz;;;;;;;;;;
vivo iqoo 9t;0.0;6.78 inches;AMOLED;"Camera góc rộng: 50 MP, f/1.8, 1 / 1.57 "", 1.0µm, PDAF, OIS  Tele: 12 MP, f/2.0, 47 mm PDAF, zoom quang 2x   Camera cực kỳ rộng: 13 MP, f / 2.2, 16 mm, 120˚";Camera góc rộng: 16 MP, f / 2.5,;Qualcomm SM8475 Snapdragon 8+ thế hệ 1 (4 nm);Có;8 GB;128 GB;Li-Po 4700 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Kính cường lực Corning Gorilla Glass 5  Hỗ trợ Monster Touch;Android 12;1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510;;;;;;;;;;
vivo x fold plus;0.0;8.3 inches;AMOLED;Camera chính 50MP  Camera tele: 12MP với zoom quang học 2x  Camera siêu rộng: 48MP  Camera kính tiềm vọng: 8MP.;16MP;Snapdragon 8+ Gen 1;;12 GB;256 GB;4.730 mAh;;;120Hz;;;;;;;;;;;;
xiaomi 14t;0.0;;;;;;;12 GB;256 GB;;;;;;;;;;;;;;;;
honor 70 lite;0.0;6.5 inches;TFT LCD;Camera chính: 50 MP, f/1.8  Camera đo độ sâu: 2MP, f/2.4  Camera macro: 2MP, f/2.4;8 MP, f/2.0;Qualcomm Snapdragon 480 Plus;Có;4 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1600 x 720 pixels (HD+);Tốc độ làm mới 60Hz 16.7 tỷ màu, Tỷ lệ khung hình 20:9;Android 12;2*A76*2.2GHz+6*A55*1.9GHz;;;;;;;;;;
samsung galaxy f04s;0.0;6.5 inches;IPS LCD;Camera chính 50 MP  Camera macro 2 MP   Camera chân dung: 2 MP;5 MP;Exynos 850;;4 GB;64 GB;4.000 mAh;;;Tần số quét 90 Hz;Android 12;;;;;;;;;;;
motorola moto g13;0.0;6.5 inches;IPS LCD;Camera góc rộng: 50MP, f/1.8, 0.64µm, PDAF  Camera đo độ sâu: 2 MP, f/2.4  Camera macro: 2MP, f/2.4;"Camera góc rộng: 8MP, f/2.0, 1/4"", 1.12µm";Mediatek MT6769Z Helio G85 (12nm);Có;4 GB;64 GB;5000 mAh;2 SIM (nano‑SIM và eSIM);720 x 1600 pixel;Tần số quét 90Hz, 400 nits;Android 13;2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55;;;;;;;;;;
honor 80 pro plus;0.0;;AMOLED;200 MP;;Snapdragon 8 Gen 1;;12 GB;;;;;;;;;;;;;;;;;
oneplus ace 2v;0.0;6.74 inches;AMOLED;"Camera góc rộng: 50MP, f/1.8, 24mm, 1/1.56"", 1.0µm, PDAF, OIS Camera góc siêu rộng: 8 MP, f/2.2, 16mm, 120˚, 1/4.0"", 1.12µm  Camera macro: 2MP, f/2.4";"Camera góc rộng: 16MP, f/2.4, 26mm, 1/3.09"", 1.0µm";Snapdragon 8+ Gen 1 (4 nm);Có;12 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1240 x 2772 pixels;Tần số quét 120Hz  1B colors, HDR10+;Android 13;1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510;;;;;;;;;;
vivo y38;0.0;;IPS LCD;Cảm biến chính: 50 MP  Máy ảnh phụ 2 MP, có sự hỗ trợ của đèn flash LED.;8 MP;Snapdragon 4 Gen 2;Có;8 GB;256 GB;6000 mAh;;1612x720 (HD+);Tốc độ làm mới lên tới 120Hz, mật độ điểm ảnh 264ppi và có độ sáng tối đa lên tới 1,000 nits;Android 14;;;;;;;;;;;
realme narzo n53;0.0;6.74 inches;;50MP;8MP;;Không;4 GB;64 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 90Hz, 450nits, 16.7 tỷ màu;Android 13;12nm, up to 1.82GHz;;;;;;;;;;
xiaomi redmi 14;0.0;6.88 inches;;;;;;4 GB;128 GB;;;;;;;;;;;;;;;;
redmi 11a;0.0;6.53 inches;IPS LCD;Camera chính góc rộng: 48 MP, f/1.8. Cảm biến độ sâu: 2MP, f/2.4.  Camera góc siêu rộng: 8 MP, f/2.2  Camera macro: 2 MP, f/2.4.;13 MP;Helio G35;Không;4 GB;64 GB;6.000 mAh;;1080 x 2340 pixels (FullHD+);;;;;;;;;;;;;
vivo x fold plus;0.0;8.3 inches;AMOLED;Camera chính 50MP  Camera tele: 12MP với zoom quang học 2x  Camera siêu rộng: 48MP  Camera kính tiềm vọng: 8MP.;16MP;Snapdragon 8+ Gen 1;;12 GB;256 GB;4.730 mAh;;;120Hz;;;;;;;;;;;;
oppo f27 pro;0.0;;;;;;;12 GB;256 GB;;;;;;;;;;;;;;;;
vivo iqoo 9t;0.0;6.78 inches;AMOLED;"Camera góc rộng: 50 MP, f/1.8, 1 / 1.57 "", 1.0µm, PDAF, OIS  Tele: 12 MP, f/2.0, 47 mm PDAF, zoom quang 2x   Camera cực kỳ rộng: 13 MP, f / 2.2, 16 mm, 120˚";Camera góc rộng: 16 MP, f / 2.5,;Qualcomm SM8475 Snapdragon 8+ thế hệ 1 (4 nm);Có;8 GB;128 GB;Li-Po 4700 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Kính cường lực Corning Gorilla Glass 5  Hỗ trợ Monster Touch;Android 12;1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510;;;;;;;;;;
oppo reno8;0.0;6.4 inches;AMOLED;"Camera góc rộng: 50 MP, f/1.8, 23mm  1 / 1.56 "", 1.0µm, đa hướng PDAF  Camera góc siêu rộng:8 MP, f/2.2, 16mm, 112˚, 1 / 4.0"", 1.12µm  Camera macro: 2 MP, f /2.4,";"Camera góc rộng: 32 MP, f / 2.4, 23mm, 1 / 2.74 "", 0.8µm";Mật độ MediaTek 1300 (6 nm);Có;8 GB;128 GB;Li-Po 4500 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Kính cường lực Corning Gorilla Glass 5;Android 12;1x3,0 GHz Cortex-A78 & 3x2,6 GHz Cortex-A78 & 4x2,0 GHz Cortex-A55;;;;;;;;;;
samsung a26;0.0;;;;;;;6 GB;128 GB;;;;;;;;;;;;;;;;
zte axon 30s;0.0;6.9 inches;AMOLED;Camera chính góc rộng: 64 MP, f/1.8  Cảm biến độ sâu: 2 MP, f/2.4 Camera macro: 5 MP, f/2.4  Camera góc siêu rộng: 8 MP, f/2.2, 120˚;Camera góc rộng: 16 MP, f/2.5, dưới màn hình;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Có;8 GB;128 GB;4200 mAh;2 SIM (Nano-SIM);2460x1080 pixels;AMOLED, 1 tỉ màu, 120Hz;Android 12;1x3,2 GHz Kryo 585 & 3x2,42 GHz Kryo 585 & 4x1,80 GHz Kryo 585;;;;;;;;;;
poco m6 plus;0.0;;;;;;Có;;;;;;;;;;;;;;;;;;
htc u23 pro;0.0;;AMOLED;;;Snapdragon 7 Gen 1;Có;12 GB;256 GB;;;;Tần số quét 120Hz;Android 13;;;;;;;;;;;
infinix zero;0.0;6.78 inches;IPS LCD;Camera chính: 50MP Camera đo độ sâu: 2M Camera micro: 2M;16 MP;MediaTek Dimensity 1080 5G;Không;8 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1080x2460 pixels;Tần số quét 120Hz, 500 nits;Android 12;;;;;;;;;;;
motorola moto g73;0.0;6.5 inches;IPS LCD;Camera góc rộng: 50MP, f/1.8, 1.0µm, PDAF  Camera góc siêu rộng: 8 MP, f/2.2, 118˚, 1.12µm, AF;Camera góc rộng: 16MP, f/2.4, 1.0µm;Mediatek Dimensity 930 (6 nm);Có;8 GB;256 GB;5000  mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz;Android 13;2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55;;;;;;;;;;
xiaomi redmi note 13 pro plus;0.0;6.67 inches;AMOLED;Chính 200 MP & Phụ 8 MP, 2 MP;16 MP;Mediatek Dimensity 7200 Ultra (4 nm);Có;8 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1220 x 2712 pixels;Tần số quét 120Hz;Android 13;2x2.8 GHz Cortex-A715 & 6x2.0 GHz Cortex-A510;;;;;;;;;;
xiaomi 14 lite;0.0;6.67 inches;AMOLED;64 MP + 50 MP + 8 MP + 2 MP;32 MP;Qualcomm Snapdragon 888;Có;8 GB;256 GB;4.600 mAh;;;Tần số quét 144 Hz;Android 14;;;;;;;;;;;
oneplus nord n20 se;0.0;6.56 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAF  Camea góc sâu: 2 MP, f/2.4,;Camera góc rộng: 8 MP, f/2.0, 26mm;Helio G35 (12 nm);Không;4 GB;64 GB;Li-Po 5000 mAh;2 SIM (Nano-SIM);720 x 1612 (HD+);IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM);Android 12;4x2,3 GHz Cortex-A53 & 4x1,8 GHz Cortex-A53;;;;;;;;;;
oppo a57e;0.0;6.56 inches;IPS LCD;Camera góc rộng: 13 MP, f/2.2, AF Camera góc sâu: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.0,;MediaTek MT6765G Helio G35 (12 nm);Không;4 GB;64 GB;5000 mAh;2 SIM (Nano-SIM);720 x 1612 (HD+);IPS LCD, 600 nits;Android 12;4x2,3 GHz Cortex-A53 & 4x1,8 GHz Cortex-A53;;;;;;;;;;
xiaomi poco c55;0.0;6.71 inches;IPS LCD;Camera chính 50 MP, f/1.8  0.08 MP;5 MP, f/2.0;MediaTek Helio G85;Không;4 GB;64 GB;5000 mAh;2 SIM (Nano-SIM);720 x 1650 pixels;Tần số quét 60 Hz  Corning Gorilla Glass 3;Android 12;Octa-core 2.0 GHz;;;;;;;;;;
huawei nova 11 se;0.0;6.67 inches;OLED;Camera chính: 108 MP, f/1.9Camera góc cực rộng: 8 MP, f/2.2 Camera macro: 2 MP, f/2.2;32 MP,  f/2.45;Snapdragon 680;Có;8 GB;256 GB;4,500 mAh;2 SIM (Nano-SIM);;Tần số quét 90Hz, hỗ trợ gam màu rộng P3 và 10 bit;Harmony OS 4;;;;;;;;;;;
vivo y12;0.0;6.35 inches;IPS LCD;13MP, f/2.2 8MP, f/2.2 2MP,  f/2.4;8 MP, f/1.8;MediaTek MT6762 8 nhân (Helio P22);Không;3 GB;64 GB;5000 mAh;2 SIM (Nano-SIM);720 x 1544 pixels;Mặt kính cong 2.5D;Android 9 (Pie);4 nhân 2.3 GHz & 4 nhân 1.8 GHz;;;;;;;;;;
oppo k11x;0.0;6.72 inches;IPS LCD;"Camera góc rộng: 108 MP, f/1.8, 24mm, 1/1.67"", 0.64µm, PDAFCamera đo độ sâu: 2 MP, f/2.4";Camera góc rộng: 16 MP, f/2.4, 1.0µm;Snapdragon 695 5G (6 nm);Không;8 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, 550 nits, 391 PPI, 16,7 triệu màuCorning Gorilla Glass;Android 13;2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver;;;;;;;;;;
honor x6a;0.0;6.56 inches;IPS LCD;Camera chính: 50 MP, f/1.8  Camera cảm biến độ sâu: 2 MP, f/2.4 Camera Macro: 2 MP, f/2.4.;5MP;MediaTek Helio G36;Có;4 GB;128 GB;5200 mAh;2 SIM (Nano-SIM);720 x 1612 (HD+);Tần số quét 90Hz16.7 triệu màu;Android 13;;;;;;;;;;;
oppo find x7;0.0;;;;;;;;;;;;;;;;;;;;;;;;
