Tên,Giá,Link,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Công nghệ NFC,Bộ nhớ trong,Thẻ SIM,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Loại CPU,Dung lượng RAM,Pin,Tương thích,Cảm biến
Nubia Redmagic 8s Pro 16GB 512GB Transparent,Giá Liên Hệ,https://cellphones.com.vn/nubia-redmagic-8s-pro-16gb-512gb-transparent.html,6.8 inches,AMOLED,"50MP, f/1.88, 82°8MP, f/2.2, 120°2MP, f/2.4, 78°","16MP, 1.12μm",Snapdragon 8 Gen 2,Có,512 GB,2 SIM (Nano-SIM),Android 13.0,1116 x 2480 pixels,"Tần số quét 120Hz, 1300 nits Corning® Gorilla® GlassTỷ lệ khung hình: 20:9",up to 3.36 GHz,16 GB,6000 mAh,,
Honor X9B,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-honor-x9b.html,6.78 inches,AMOLED,"Camera chính: 108.0 MP, ƒ/1.75Camera góc rộng: 5.0 MP, ƒ/2.2Camera góc siêu rộng: 2.0 MP, ƒ/2.4","16.0 MP, ƒ/2.45",Snapdragon 6 Gen 1,Có,256 GB,2 SIM (Nano-SIM),Android 13.0,2652 x 1200 pixels,1.07 tỷ màuTần số quét 120HzTỷ lệ khung hình 19:9:9,4 x A78 2.2 GHz + 4 x A55 1.8 GHz,12 GB,5800 mAh,,
Điện thoại Xiaomi 15T Pro 12GB 256GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-xiaomi-15t-pro-12gb-256gb.html,,,,,,,256 GB,,,,,,12 GB,,,
Xiaomi Redmi Note 13 12GB 256GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-12gb-256.html,6.67 inches,AMOLED,Chính 108MP & Phụ 8+2MP,16MP,Snapdragon 685,Không,256 GB,,,1080 x 2388 pixels,Tần số quét 120Hz,,12 GB,5000 mAh,,
realme 11X 5G,Giá Liên Hệ,https://cellphones.com.vn/realme-11x-5g.html,6.72 inches,IPS LCD,100 MP + 2 MP,16 MP,MediaTek Dimensity 6100+,Không,128 GB,,,,Tốc độ làm mới 120 Hz,,6 GB,5000 mAh,,
Asus ROG Phone 7 Pro,Giá Liên Hệ,https://cellphones.com.vn/asus-rog-phone-7-pro.html,,,,,Snapdragon 8 Gen 2,Có,128 GB,,,,,,8 GB,,,
realme 12 Pro,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-realme-12-pro.html,6.7 inches,IPS LCD,108 MP + 13 MP + 2 MP,32 MP,Snapdragon 7+ Gen 2,Có,128 GB,,,,Tần số quét 144 Hz,,16 GB,5.000 mAh,,
Xiaomi Redmi Note 13R Pro,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13r-pro.html,6.67 inches,OLED,"Camera góc rộng: 108 MP, f/1.7, 0.64µm, PDAF Camera đo độ sâu: 2 MP, f/2.4",Camera góc rộng: 16 MP,Mediatek Dimensity 6080 (6 nm),Không,256 GB,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz, 1 tỷ màu, 120Hz, 1000 nits (peak)Corning Gorilla Glass",2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),12 GB,5000 mAh,,
Nokia 130,Giá Liên Hệ,https://cellphones.com.vn/nokia-130.html,1.8 inches,,VGA Camera,,,,8MB,Mini-SIM,,,,,4MB,1020 mAh,,
Vivo iQOO Neo 8 Pro,Giá Liên Hệ,https://cellphones.com.vn/vivo-iqoo-neo-8-pro.html,6.78 inches,LTPO AMOLED,"Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, gimbal OISCamera Tele: 16 MP, f/2.2, 1/3.1"", 1.0µm, PDAF, OIS, 2.5x optical zoomCamera góc siêu rộng: 48 MP, f/2.2, 14mm, 114˚, 0.8µm, AF","Camera góc rộng: 16 MP, f/2.4",Snapdragon 888+ 5G (5 nm),Có,256 GB,2 SIM (Nano-SIM),Android 11,1440 x 3200 pixels (QHD+),"Tần số quét 120Hz, HDR10+, Dolby Vision, 1500 nits",1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,8 GB,4500 mAh,,
Blackview N6000,Giá Liên Hệ,https://cellphones.com.vn/blackview-n6000.html,6.4 inches,,Camera chính 48MPCảm biến 16MP,,MediaTek Helio G99,Có,256 GB,,Android 13,"540 x 1,200 pixels",450 nits,,8 GB,"3,880 mAh",,
vivo V30 Pro,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-vivo-v30-pro.html,6.78 inches,AMOLED,"Camera chính: 50 MP VCS, OIS, f/1.88, 84° FOV Camera chân dung chuyên nghiệp: 50 MP, AF, f/1.85, 47.6° FOV Camera góc siêu rộng: 50MP, AF","50MP, f/2.0, 92° FOV, 5P",MediaTek Dimensity 8200,Có,512 GB,2 SIM (Nano-SIM),Android 14,2800 × 1260 pixels,"Tần số quét 120 Hz, 2800 nits, 100% DCI-P3, 105% NTSC, 452 PPI",1 × A78 3.1GHz + 3 × A78 3.0GHz + 4 × A55 2.0GHz,12 GB,5000 mAh,,
Xperia 5 V,Giá Liên Hệ,https://cellphones.com.vn/sony-xperia-5v.html,6.1 inches,OLED,"Camera góc rộng: 48 MP, f/1.9, 24mm, Dual Pixel PDAF, OISCamera góc siêu rộng:12 MP, f/2.2, 123˚, 16mm, Dual Pixel PDAF","Camera góc rộng: 12 MP, f/2.0, 24mm, HDR",Qualcomm Snapdragon 8 Gen 2 (4 nm),Có,256 GB,2 SIM (Nano-SIM),Android 13,1080 x 2520 pixels,"1 tỷ màu, tần số quét 120Hz, HDR10Corning Gorilla Glass Victus 2 Giảm nhèo do chuyển động 240hz, DCI-P3 100%,",1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz,8 GB,5000 mAh,,
Xiaomi Redmi Note 14 Pro Plus 12GB 512GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus-12gb-512gb.html,,,,,,,512 GB,,,,,,12 GB,,,
Huawei Nova 12 Pro,Giá Liên Hệ,https://cellphones.com.vn/huawei-nova-12-pro.html,6.78 inches,OLED,"Camera góc rộng: 50 MP, f/1.9, PDAF, Laser AFCamera Tele: 50 MP, PDAF, optical zoomCamera góc siêu rộng: 12 MP, AF","Camera chân dung: 8 MP, f/2.2, 52mm, AFCamera góc siêu rộng: 60 MP, f/2.4, 17mm, 100˚, AF",Kirin 9000S (7 nm),Có,256 GB,2 SIM (Nano-SIM),HarmonyOS 4.0,2652 x 1200 pixels,"1,07 tỷ màu, HDR10, tốc độ làm mới 120Hz Kính Kunlun 2",1x2.62 GHz Cortex-A720 & 3x2.15 GHz Cortex-A720 & 4x1.53GHz Cortex-A510,8 GB,4900 mAh,,
Google Pixel 4a,Giá Liên Hệ,https://cellphones.com.vn/google-pixel-4a.html,5.8 inches,OLED,"Camera góc rộng: 12,2MP, f/1,7, 27mm, 1 / 2,55"", 1,4µm, PDAF pixel kép, OIS","Camera góc rộng: 8MP, f/2.0, 24mm, 1.12µm",Qualcomm SDM730 Snapdragon 730G (8 nm),Có,128 GB,Nano-SIM + eSIM,Android 10,1080 x 2340 pixels (FullHD+),Kính cường lực Corning Gorilla Glass 3  Màn hình luôn bật,"2x2,2 GHz Kryo 470 Gold và 6x1,8 GHz Kryo 470 Silver",6 GB,3140 mAh,,
Xiaomi Redmi Note 14 Pro Plus 12GB 512GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14-pro-plus-12gb-512gb.html,,,,,,,512 GB,,,,,,12 GB,,,
Motorola Edge plus,Giá Liên Hệ,https://cellphones.com.vn/motorola-edge-plus.html,6.7 inches,OLED,"Camera góc rộng: 108 MP, f/1.8, 1/1.33"", 0.8µm, PDAF, OISCamera Tele: 8 MP, f/2.4, 81mm, 3x optical zoom, PDAF, OISCamera góc siêu rộng: 16 MP, f/2.2, 13mm, 1.0µm, AF","Camera góc rộng: 25 MP, f/2.0, 0.9µm",Snapdragon 865 5G (7 nm+),Có,256 GB,Nano-SIM,Android 10,1080 x 2340 pixels (FullHD+),"1 tỷ màu, , 90Hz, HDR10+",1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55,12 GB,5000 mAh,,
Oneplus Nord N300,Giá Liên Hệ,https://cellphones.com.vn/oneplus-nord-n300.html,6.56 inches,IPS LCD,"Camera góc rộng: 48 MP, f/1.8, PDAF  Camera góc sâu: 2 MP, f/2.4","Camera góc rộng: 16 MP, f/2.0",MediaTek MT6833P Mật độ 810 (6 nm),Có,64 GB,Nano-SIM,Android 12,720 x 1612 (HD+),,"2x2,4 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",4 GB,5000 mAh,,
OnePlus Ace 2V,Giá Liên Hệ,https://cellphones.com.vn/oneplus-ace-2v.html,6.74 inches,AMOLED,"Camera góc rộng: 50MP, f/1.8, 24mm, 1/1.56"", 1.0µm, PDAF, OIS Camera góc siêu rộng: 8 MP, f/2.2, 16mm, 120˚, 1/4.0"", 1.12µm  Camera macro: 2MP, f/2.4","Camera góc rộng: 16MP, f/2.4, 26mm, 1/3.09"", 1.0µm",Snapdragon 8+ Gen 1 (4 nm),Có,256 GB,2 SIM (Nano-SIM),Android 13,1240 x 2772 pixels,"Tần số quét 120Hz  1B colors, HDR10+",1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510,12 GB,5000 mAh,,
OPPO Find X7 Ultra 12GB 256GB,Giá Liên Hệ,https://cellphones.com.vn/oppo-find-x7-ultra.html,,,,,,,,,,,,,,,,
Samsung Galaxy Z Flip 5 8GB 512GB,Giá Liên Hệ,https://cellphones.com.vn/samsung-galaxy-z-flip-5-512gb-63941.html-1,6.7 inches,AMOLED,Camera chính: 12 MPCamera góc siêu rộng: 12 MP,10 MP,Snapdragon 8 Gen 2,Có,512 GB,,,,Tần số quét màn hình 144 Hz,,8 GB,4.200 mAh,,
Xiaomi 14 Ultra 12GB 512GB,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-14-ultra-12gb-512gb.html,6.73 inches,LTPO AMOLED,"Camera góc rộng: 50 MP, PDAF, Laser AF, OISCamera tele: 50 MP, f/3.0, 120mmCamera góc siêu rộng: 50 MP, f/1.8Camera tiềm vọng: 50 MP, f/3.0","Camera góc rộng: 32 MP, f/2.0, 22mm",Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,512 GB,2 SIM (Nano-SIM),Android 14,1440 x 3200 pixels (QHD+),"Tần số quét 120Hz, 1 tỷ màu, Dolby Vision, 2600 nits (tối đa) Tỷ lệ 20:9 Corning Gorilla Glass Victus 2",,12 GB,5300 mAh,,
vivo S19,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-vivo-s19.html,6.78 inches,OLED,Cảm biến chính 50MP hỗ trợ OIS Ống kính góc siêu rộng 8MP,5MP,Snapdragon 7 Gen 3,Có,256 GB,,Android 14,,"Độ phân giải 1.5K, tốc độ làm mới 120Hz, 4500 nits",,8 GB,6000 mAh,,
Tecno Pova 7 Neo,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-tecno-pova-7-neo.html,,,,,,,,,,,,,,,,
Motorola Edge 40,Giá Liên Hệ,https://cellphones.com.vn/motorola-edge-40.html,6.55 inches,OLED,"Camera góc rộng: 50MP, f/1.4, 1/1.55"", 1.0µmCamera góc siêu rộng:13MP, f/2.2, 120˚, 1.12µm, AF Camera đo độ sâu: 2MP, f/2.4","Camera góc rộng: 32MP, f/2.4, 0.7µm",Mediatek Dimensity 8020 (5 nm),Có,128 GB,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Tần số quét 144Hz, HDR10+, 1200 nits",,8 GB,4400 mAh,,
Redmi K60 Ultra,Giá Liên Hệ,https://cellphones.com.vn/redmi-k60-ultra.html,6.7 inches,OLED,Camera góc rộng: 108 MPCamera góc siêu rộng: 8 MPCamera macro: 8 MP,32 MP,Snapdragon 8 Gen 1,Có,128 GB,,,1984 x 2272 pixels,Tần số quét 120 Hz,,8 GB,4.700 mAh,,
vivo Y200 Pro,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-vivo-y200-pro.html,6.78 inches,AMOLED,64 MPCảm biến xóa phông 2 MP,16MP,Qualcomm Snapdragon 695,Không,128 GB,,Android 14,,"Tốc độ làm mới 120Hz, 1300 nitsGam màu 105% NSTC",,8 GB,"5,000 mAh",,
Huawei Pocket S,Giá Liên Hệ,https://cellphones.com.vn/huawei-pocket-s.html,6.9 inches,OLED,"Camera góc rộng: 40MP, f/1.8, PDAF, Laser AF  Camera góc siêu rộng: 13MP, f/2.2, 120˚, AF","Camera góc siêu rộng: 10,7MP, f/2.2",Qualcomm SM7325 Snapdragon 778G 4G (6 nm),Có,128 GB,2 SIM (Nano-SIM),HarmonyOS 3.0,,"Màn hình chính: OLED có thể gập lại, 1.07 tỉ màu, Tần số quét 120Hz,  FHD+, 2790 × 1188 pixelsMàn hình phụ:  1.04 inches, 16.7 triệu màu,120 Hz","4x2,4 GHz Kryo 670 & 4x1,8 GHz Kryo 670",8 GB,4000 mAh,,
vivo y100i,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-vivo-y100i.html,6.64 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, PDAF Camera độ sâu: 2 MP, f/2.4","Camera góc rộng: 8 MP, f/2.0",Mediatek Dimensity 6020 (7 nm),Không,512 GB,2 SIM (Nano-SIM),Android 13,1080 x 2388 pixels,,2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,12 GB,5000 mAh,,
realme 13+ 5G 12GB 256GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-realme-13-plus-5g-12gb-256gb.html,6.67 inches,OLED,50MP 882 OIS + 2MP + Flicker,"16MP, f/2.4",Dimensity 7300 Energy 5G,Có,256 GB,2 Nano-SIM,Android 14,1080 x 2400 pixels (FullHD+),"16.7 triệu màu, 2000nits, 120HzAGC DT STAR2",Lõi tám nhân 4*A78 @2.5 GHz，4*A55 @2.5 GHz,12 GB,5000 mAh,,
OPPO PHF110,Giá Liên Hệ,https://cellphones.com.vn/oppo-phf110.html,6.72 inches,IPS LCD,Camera kép 108 MP + 2 MP,16 MP,Snapdragon 695,Không,128 GB,,Android 13,,,,8 GB,"5,000 mAh",,
Vivo Y85,Giá Liên Hệ,https://cellphones.com.vn/vivo-y85.html,6.22 inches,IPS LCD,13 MP2 MP,8 MP,MediaTek MT6762 8 nhân (Helio P22),Không,32 GB,2 SIM (Nano-SIM),,720 x 1520 pixels,Kính cường lực Corning Gorilla Glass 3,4 nhân 2.0 GHz & 4 nhân 1.5 GHz,4 GB,3260 mAh,,
Vivo Y95,Giá Liên Hệ,https://cellphones.com.vn/vivo-y95.html,6.22 inches,IPS LCD,"Camera chính 13 MP,  f/2.2 & Phụ 2 MP, f/2.4","20 MP, f/2.0",Snapdragon 439 8 nhân,Không,64 GB,2 SIM (Nano-SIM),Android 8.1,720 x 1520 pixels,Mặt kính cong 2.5D,,4 GB,4030 mAh,,
Tecno Spark 10C,Giá Liên Hệ,https://cellphones.com.vn/tecno-spark-10c.html,6.6 inches,,16MP,8MP,Dimensity 9200 Plus,Không,128 GB,,,720 x 1612 (HD+),Tần số quét 90Hz,,16 GB,5000 mAh,,
Honor 90,Giá Liên Hệ,https://cellphones.com.vn/honor-90.html,6.7 inches,OLED,"Camera góc rộng: 200 MP, f/1.9, 1/1.4"", 0.56µm, PDAFCamera góc siêu rộng: 12 MP, f/2.2, 112˚ , AFCamera đo độ sâu: 2 MP, f/2.4","Camera góc siêu rộng: 50 MP, f/2.4, 100˚",Qualcomm Snapdragon 7 Gen 1,Có,256 GB,2 SIM (Nano-SIM),Android 13,,"1 tỷ màu, tần số quét 120Hz, 1600 nits",1x2.5 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510,12 GB,5000 mAh,,
OnePlus Nord CE 4 Lite,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-oneplus-nord-ce-4-lite.html,,,,,,Có,256 GB,2 SIM (Nano-SIM),Android 13,,,,8 GB,"5,000 mAh",,
Oneplus 12,Giá Liên Hệ,https://cellphones.com.vn/oneplus-12.html,6.7 inches,OLED,Camera chính 50 MPCamera góc siêu rộng 50 MPCamera zoom kính tiềm vọng: 64 MP,,Qualcomm Snapdragon 8 Gen 3,Có,,,,,Tốc độ làm mới 120 Hz,,,"5,000 mAh",,
Oneplus Open,Giá Liên Hệ,https://cellphones.com.vn/oneplus-open.html,6.3 inches,AMOLED,Camera chính 50 MPCamera góc siêu rộng 48 MPCamera tele 64 MP,32 MP,Snapdragon 8 Gen 2,Có,,,Android 13,,"Màn hình chính: 7.8 inch, độ phân giải 2K+Màn hình phụ:  6.3 inch, Full HD+Tốc độ làm mới 120Hz",,16 GB,"4,805mAh",,
Infinix Hot 50 Pro 8GB 256GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-infinix-hot-50-pro-94168.html,6.78 inches,AMOLED,Máy ảnh chính 50MP,8MP,MediaTek Helio G100,,256 GB,,Android 14,,"1,800 nits",,8 GB,"5,000 mAh",,
Motorola Edge 40 Pro,Giá Liên Hệ,https://cellphones.com.vn/motorola-edge-40-pro.html,6.67 inches,OLED,"Camera góc rộng: 50MP, f/1.8, 1/1.55"", 1.0µmCamera góc siêu rộng: 50MP, f/2.2, 114,1/2.76"", 0.64µm, AF Camera Tele: 12 MP, f/1.6,1/2.93"", 1.22µm","Camera góc rộng: 60MP, f/2.2, 1/2.8"", 0.61µm",Snapdragon 8 Gen 2 (4 nm),Có,256 GB,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Tần số quét 165Hz, OLED, 1B colors, HDR10+, Dolby Vision",1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510,12 GB,4600 mAh,,
Samsung A06 5G 6GB - 128GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06-6gb-128gb.html,,,,,,,128 GB,,,,,,6 GB,,,
Vivo Y91,Giá Liên Hệ,https://cellphones.com.vn/vivo-y91.html,6.22 inches,IPS LCD,"13MP, f/2.2 + 2MP, f/2.4","8 MP,  f/1.8",MediaTek MT6762R 8 nhân,Không,64 GB,2 SIM (Nano-SIM),Android 8.1,720 x 1520 pixels,Tốc độ làm mới 90 Hz Mặt kính cong 2.5D,4 nhân 2.0 GHz & 4 nhân 1.5 GHz,3 GB,4030 mAh,,
realme GT 5 Pro,Giá Liên Hệ,https://cellphones.com.vn/realme-gt-5-pro.html,6.74 inches,AMOLED,200 MP + 13 MP + 2 MP,32 MP,Qualcomm Snapdragon 8 Gen 3,Có,256 GB,,,1240 x 2772 pixels,Tần số quét 144 Hz,,8 GB,4.700 mAh,,
vivo IQOO Neo 8,Giá Liên Hệ,https://cellphones.com.vn/vivo-iqoo-neo-8.html,6.78 inches,AMOLED,"Camera góc rộng: 50 MP, f/1.88,  PDAF, OISMáy ảnh chiều sâu: 2 MP, f/2.4","Camera góc rộng: 16 MP, f/2.45",Snapdragon 8+ Gen 1 (4 nm),Có,256 GB,2 SIM (Nano-SIM),Android 13,,"1 tỷ màu, tần số quét 144Hz, HDR10, 1300 nits",1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510,12 GB,5000 mAh,,
Vivo V29,Giá Liên Hệ,https://cellphones.com.vn/vivo-v29.html,6.7 inches,OLED,64 MP,50 MP,Snapdragon 778G Plus,Có,256 GB,,Android 13,,Tốc độ làm mới 120Hz,,12 GB,"5,000 mAh",,
Vivo X100,Giá Liên Hệ,https://cellphones.com.vn/vivo-x100.html,6.7 inches,AMOLED,50 MP + 50 MP + 50 MP,32 MP,Snapdragon 8+ Gen 1,Có,256 GB,,,,Tần số quét màn hình 144 Hz.,,12 GB,5.000 mAh,,
Xiaomi Redmi Note 12 Pro+,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-redmi-note-12-pro-plus.html,6.66 inches,OLED,"Camera góc rộng: 200MP, f/1.7, 24mm, 1 / 1.4 "", 0.56µm, PDAF, OIS  Camera góc siêu rộng: 8MP, f/1.9, 119˚, 1/4"", 1.12µm  Camera Macro: 2MP, f/2.4","Camera góc rộng: 16MP, 1 / 3.06 "", 1.0µm",Mật độ MediaTek 1080 (6 nm),Có,256 GB,2 SIM (Nano-SIM),Android 12,1080 x 2400 pixels (FullHD+),"Tần số quét 120 Hz, 1B màu Dolby Vision, HDR10 +, 500 nits (typ), 900 nits (HBM)","2x2,6 GHz Cortex-A78 & 6x2,0 GHz Cortex-A55",8 GB,5.000 mAh,,
Vivo Y27s,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-vivo-y27s.html,6.64 inches,IPS LCD,"50 MP, f/1.8  2 MP,f/2.4","8 MP, f/2.0",,Không,256 GB,2 SIM (Nano-SIM),Android 13,1080 x 2388 pixels,"Tần số quét 90 Hz, 650 nits, 100% P3, 99% NTSC",4 × 2.4 GHz + 4 × 1.9 GHz,8 GB,5000 mAh,,
OPPO A56s,Giá Liên Hệ,https://cellphones.com.vn/oppo-a56s.html,6.56 inches,IPS LCD,"Camera góc rộng: 13MP, f/2.2, 26mm, 1/3.06"", 1.12µm, AF  Camera đo độ sâu: 2MP, f/2.4","Camera góc rộng: 8MP, f/2.0, 26mm",Mediatek MT6833P Dimensity 810 (6 nm),Không,128 GB,2 SIM (Nano-SIM),Android 12,720 x 1612 (HD+),"Tần số quét 90Hz, 480 nits",2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,8 GB,5000 mAh,,
Vivo iQOO Z7x,Giá Liên Hệ,https://cellphones.com.vn/vivo-iqoo-z7x.html,6.64 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, PDAFCamera đo đọ sâu: 2 MP, f/2.4","Camera góc rộng: 8 MP, f/2.0",Snapdragon 695 5G (6 nm),Có,128 GB,2 SIM (Nano-SIM),Android 13,1080 x 2388 pixels,Tần số quét 120Hz,2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver,8 GB,6000 mAh,,
Samsung Galaxy C55,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-samsung-galaxy-c55.html,6.7 inches,Super AMOLED,"Camera chính: 50 MP, f/1.8Camera góc siêu rộng; 8 MP, f/2Camera tele; 2 MP, f/2.4","50 MP,  f/2.4",Snapdragon 7 Gen 1,Có,128 GB,,,,"Tần số quét 120Hz, 1000 nits",,8 GB,5.000 mAh,,
Realme GT Neo 6,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-realme-gt-neo-6.html,,,,,,Có,128 GB,,,,,,12 GB,,,
OPPO K11,Giá Liên Hệ,https://cellphones.com.vn/oppo-k11.html,6.7 inches,AMOLED,50 MP + 8 MP + 2 MP,16 MP,Snapdragon 782G,Có,256 GB,,,,Tần số quét 120 Hz,,8 GB,4870 mAh,,
Vivo S17,Giá Liên Hệ,https://cellphones.com.vn/vivo-s17.html,6.78 inches,AMOLED,"50 MP, f/1.88  Ống kính góc siêu rộng: 8 MP, f/2.2","50 MP, f/2.0",Snapdragon 778G+,Có,256 GB,2 SIM (Nano-SIM),Android 13,,"1,07 tỷ màu, gam màu 100% DCI-P3, tần số quét 120Hz, 452PPI, 105%NTSC",2.5GHz*1+2.4GHz*3+1.8GHz*4,8 GB,4600 mAh,,
Samsung A26 5G 8GB - 256GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-samsung-galaxy-a26-8gb-256gb.html,,,,,,,256 GB,,,,,,8 GB,,,
OPPO A2 Pro,Giá Liên Hệ,https://cellphones.com.vn/oppo-a2-pro.html,6.7 inches,AMOLED,"Camera chính: 64 MP, ƒ/1.7, hỗ trợ lấy nét tự động AFCamera chân dung: 2 MP, ƒ/2.4","8 MP, ƒ/2.0",MediaTek Dimensity 7050,Có,256 GB,2 SIM (Nano-SIM),Android 13,2412 x 1080 pixels,"1,07 tỷ màu, hỗ trợ gam màu rộng (P3), 950 nits, tốc độ làm mới 120Hz",,8 GB,5000 mAh,,
Vivo S17,Giá Liên Hệ,https://cellphones.com.vn/vivo-s17.html,6.78 inches,AMOLED,"50 MP, f/1.88  Ống kính góc siêu rộng: 8 MP, f/2.2","50 MP, f/2.0",Snapdragon 778G+,Có,256 GB,2 SIM (Nano-SIM),Android 13,,"1,07 tỷ màu, gam màu 100% DCI-P3, tần số quét 120Hz, 452PPI, 105%NTSC",2.5GHz*1+2.4GHz*3+1.8GHz*4,8 GB,4600 mAh,,
Vivo Y97,Giá Liên Hệ,https://cellphones.com.vn/vivo-y97.html,6.3 inches,,Camera chính 16 MP & Phụ 2 MP,16 MP,MediaTek Helio P60 8 nhân,Không,128 GB,2 SIM (Nano-SIM),,1080 x 2280 pixels (FullHD+),Mặt kính cong 2.5D,,4 GB,3240 mAh,,
Vivo Y67,Giá Liên Hệ,https://cellphones.com.vn/vivo-y67.html,5.5 inches,IPS LCD,"13 MP, f/2.2, AF","Camera góc rộng: 16 MP, f/2.0, 26mm, 1/3.06"", 1.0µm",Mediatek MT6750 (28 nm),Không,32 GB,2 SIM (Nano-SIM),Android 6.0,720 x 1280 pixels,Corning Gorilla Glass 3,4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53,4 GB,3000 mAh,,
vivo S19 Pro,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-vivo-s19-pro.html,6.78 inches,OLED,"50MP với OISỐng kính góc cực rộng 8MP Máy ảnh tele 50MP hỗ trợ OIS với tiêu cự 85mm, hỗ trợ zoom kỹ thuật số 50x.",50MP,Dimensity 9200+,Có,256 GB,,Android 14,,"Độ phân giải 1.5K, tốc độ làm mới 120Hz, 4500 nits",,8 GB,5000 mAh,,
Google Pixel 4 XL,Giá Liên Hệ,https://cellphones.com.vn/google-pixel-4-xl.html,6.3 inches,OLED,"Camera góc rộng: 12,2 MP, f/1.7, 27mm, 1 / 2.55 "", 1.4µm, PDAF pixel kép, OIS  Camera tele; 16 MP, f/2.4, 50mm, 1 / 3.6"", 1.0µm, PDAF, OIS, 2x zoom quang học","Camera rộng: 8 MP, f/2.0, 22mm, 1,22µm, không AF  TOF 3D",Qualcomm SM8150 Snapdragon 855 (7 nm),Có,64 GB,Nano-SIM + eSIM,Android 10,3040 x 1440 pixels,Kính cường lực Corning Gorilla Glass 5  Màn hình luôn bật,"1x2,84 GHz Kryo 485 & 3x2,42 GHz Kryo 485 & 4x1,78 GHz Kryo 485",6 GB,3700 mAh,,
Masstel Izi 10 4G,Giá Liên Hệ,https://cellphones.com.vn/masstel-izi-10-4g.html,1.77 inches,TFT LCD,,,Unisoc UMS9117,Không,128 MB,2 SIM (Nano-SIM),,128 x 160 pixels,QQVGA,,,1000 mAh,,
Honor Magic V2,Giá Liên Hệ,https://cellphones.com.vn/honor-magic-v2.html,,OLED,Camera chính 50 MP + góc siêu rộng 50 MP + tele 20 MP,16 MP,Snapdragon 8 Gen 2,Có,256 GB,,Android 13,,"Màn hình chính: 7.92 inchMàn hình phụ rộng: 6.43 inch,  tần số quét 120 Hz.",,16 GB,5.000 mAh,,
